"index","age","job","housing_loan","personal_loan","credit_default","balance"
34524,37,"blue-collar","yes","no","no",0
34525,41,"entrepreneur","yes","no","no",121
34526,32,"management","yes","no","no",0
34527,34,"blue-collar","yes","no","no",0
34528,38,"technician","yes","yes","no",54
34529,33,"admin.","yes","no","no",30
34530,23,"unemployed","yes","no","no",-503
34531,33,"self-employed","yes","no","no",210
34532,24,"student","no","no","no",547
34533,30,"blue-collar","yes","no","no",203
34534,31,"services","yes","no","no",187
34535,29,"technician","yes","no","yes",-368
34536,33,"blue-collar","yes","no","no",1022
34537,34,"management","no","no","no",188
34538,27,"entrepreneur","yes","yes","no",376
34539,51,"admin.","yes","no","no",2
34540,27,"entrepreneur","yes","yes","no",77
34541,27,"technician","yes","no","no",1996
34542,25,"technician","yes","no","no",1833
34543,30,"management","yes","no","no",6392
34544,32,"blue-collar","yes","no","no",2829
34545,27,"technician","yes","no","no",740
34546,26,"technician","yes","yes","no",18
34547,38,"blue-collar","yes","no","no",2032
34548,41,"management","no","no","no",6
34549,23,"technician","yes","no","no",632
34550,57,"retired","yes","no","no",0
34551,34,"management","yes","no","no",1
34552,33,"admin.","yes","no","no",1371
34553,40,"technician","yes","no","no",47
34554,31,"management","yes","no","no",451
34555,48,"admin.","yes","no","no",-513
34556,40,"blue-collar","yes","no","no",411
34557,36,"management","yes","no","no",668
34558,28,"services","yes","no","no",0
34559,27,"technician","yes","yes","no",75
34560,39,"housemaid","yes","yes","no",1372
34561,43,"blue-collar","no","no","no",2598
34562,39,"management","yes","no","no",0
34563,28,"self-employed","yes","yes","no",112
34564,41,"blue-collar","yes","no","no",257
34565,31,"blue-collar","yes","no","no",196
34566,30,"blue-collar","yes","no","no",253
34567,42,"management","yes","no","no",3718
34568,27,"blue-collar","yes","no","no",1
34569,56,"blue-collar","yes","no","no",0
34570,46,"admin.","yes","no","no",517
34571,28,"blue-collar","no","no","no",1590
34572,29,"entrepreneur","yes","no","no",178
34573,29,"services","yes","no","no",197
34574,30,"services","yes","no","no",253
34575,33,"self-employed","yes","no","no",94
34576,33,"management","yes","no","no",12686
34577,34,"blue-collar","yes","no","no",393
34578,31,"blue-collar","yes","no","no",350
34579,28,"blue-collar","yes","no","no",-25
34580,31,"management","yes","no","no",130
34581,47,"technician","yes","no","no",232
34582,39,"admin.","yes","no","no",782
34583,47,"blue-collar","yes","no","no",-301
34584,33,"services","yes","yes","no",255
34585,40,"services","yes","no","no",0
34586,31,"services","yes","no","no",3677
34587,32,"admin.","yes","no","no",98
34588,35,"management","yes","no","no",121
34589,51,"entrepreneur","yes","no","no",3921
34590,43,"management","yes","no","no",1133
34591,33,"admin.","yes","no","no",258
34592,40,"blue-collar","yes","no","no",617
34593,45,"admin.","yes","no","no",-11
34594,36,"blue-collar","yes","no","no",108
34595,41,"blue-collar","yes","yes","no",992
34596,42,"admin.","yes","no","no",0
34597,47,"management","yes","no","no",1649
34598,41,"blue-collar","yes","no","no",169
34599,35,"admin.","yes","yes","no",1
34600,32,"technician","no","no","no",75
34601,41,"blue-collar","yes","no","no",-441
34602,44,"unemployed","no","no","no",0
34603,32,"management","yes","yes","no",11
34604,35,"management","yes","no","no",1432
34605,37,"admin.","yes","no","no",686
34606,35,"management","yes","no","no",0
34607,30,"self-employed","no","no","no",280
34608,37,"technician","yes","no","no",3043
34609,37,"blue-collar","yes","no","no",-738
34610,37,"services","yes","no","no",731
34611,43,"management","yes","no","no",-100
34612,33,"blue-collar","yes","no","no",415
34613,54,"technician","yes","no","no",-258
34614,31,"services","yes","no","no",3
34615,35,"services","yes","no","no",1239
34616,53,"admin.","yes","no","no",0
34617,44,"blue-collar","yes","no","no",38
34618,56,"technician","yes","no","no",170
34619,43,"blue-collar","yes","yes","no",-755
34620,34,"services","yes","no","no",-258
34621,31,"admin.","yes","no","no",33
34622,54,"entrepreneur","yes","no","no",0
34623,47,"technician","no","no","no",57
34624,35,"entrepreneur","no","no","no",0
34625,45,"services","yes","no","no",343
34626,39,"management","yes","no","no",224
34627,35,"management","no","no","no",76
34628,42,"technician","yes","no","no",89
34629,32,"admin.","yes","no","no",-273
34630,53,"services","yes","yes","no",171
34631,33,"technician","yes","no","no",1480
34632,51,"technician","yes","no","no",-463
34633,44,"blue-collar","no","no","no",0
34634,41,"admin.","yes","no","no",-298
34635,27,"management","yes","no","no",218
34636,35,"technician","yes","no","no",784
34637,48,"services","yes","yes","no",0
34638,41,"management","yes","no","no",326
34639,47,"admin.","yes","no","no",769
34640,43,"services","yes","no","no",122
34641,44,"services","yes","no","no",-395
34642,27,"entrepreneur","yes","no","no",2159
34643,39,"blue-collar","yes","no","no",290
34644,25,"student","yes","no","no",293
34645,48,"admin.","yes","no","no",-582
34646,43,"technician","yes","no","no",0
34647,35,"services","yes","yes","no",27
34648,50,"blue-collar","yes","no","no",716
34649,45,"management","yes","no","no",7620
34650,46,"management","yes","no","no",1217
34651,55,"services","yes","yes","no",-626
34652,39,"admin.","yes","no","no",676
34653,45,"admin.","yes","no","no",251
34654,32,"management","yes","no","no",4761
34655,46,"blue-collar","yes","no","no",9328
34656,38,"services","yes","no","no",0
34657,33,"management","yes","no","no",8339
34658,30,"management","yes","no","no",6432
34659,31,"admin.","yes","no","no",368
34660,37,"admin.","yes","no","no",0
34661,59,"blue-collar","yes","no","no",5314
34662,44,"management","yes","yes","no",0
34663,34,"blue-collar","yes","no","no",6352
34664,30,"services","yes","no","no",6
34665,31,"technician","yes","no","no",345
34666,37,"admin.","yes","no","no",176
34667,48,"blue-collar","yes","yes","no",2345
34668,35,"housemaid","yes","no","no",738
34669,51,"management","yes","no","no",914
34670,30,"technician","yes","yes","no",-522
34671,25,"student","no","no","no",703
34672,35,"services","yes","no","no",67
34673,45,"admin.","yes","yes","no",341
34674,48,"technician","yes","no","no",104
34675,19,"student","no","no","no",291
34676,36,"technician","yes","no","no",103
34677,39,"blue-collar","yes","yes","no",519
34678,52,"technician","yes","no","no",221
34679,51,"blue-collar","yes","yes","no",565
34680,37,"management","yes","no","no",8564
34681,35,"admin.","yes","no","no",1286
34682,42,"blue-collar","yes","no","no",2152
34683,61,"retired","no","no","no",0
34684,24,"admin.","yes","no","no",805
34685,40,"management","yes","no","no",906
34686,43,"blue-collar","yes","no","no",-111
34687,43,"technician","yes","no","no",305
34688,42,"services","yes","no","no",241
34689,32,"blue-collar","yes","no","no",34
34690,27,"admin.","yes","no","no",3160
34691,28,"services","yes","yes","no",6
34692,53,"services","yes","no","no",2618
34693,38,"services","yes","no","no",129
34694,45,"management","yes","no","no",0
34695,43,"management","yes","no","no",176
34696,31,"technician","yes","no","no",4888
34697,41,"blue-collar","yes","no","no",440
34698,30,"management","yes","no","no",61
34699,29,"management","yes","no","no",2799
34700,41,"services","yes","no","no",394
34701,34,"technician","yes","no","no",513
34702,50,"blue-collar","yes","yes","no",253
34703,28,"technician","yes","yes","no",75
34704,27,"admin.","yes","no","no",1993
34705,35,"admin.","yes","no","no",-229
34706,42,"services","yes","no","no",96
34707,47,"technician","yes","yes","no",434
34708,31,"admin.","yes","yes","no",140
34709,54,"blue-collar","yes","yes","no",1357
34710,30,"blue-collar","yes","no","no",-390
34711,36,"technician","yes","no","no",-127
34712,33,"management","yes","no","no",0
34713,56,"management","yes","no","no",0
34714,29,"unemployed","yes","no","no",150
34715,37,"admin.","yes","no","no",597
34716,36,"technician","yes","no","no",7503
34717,36,"blue-collar","yes","no","no",0
34718,47,"entrepreneur","no","no","no",0
34719,44,"blue-collar","yes","no","no",0
34720,37,"management","yes","no","no",0
34721,32,"blue-collar","yes","no","no",127
34722,56,"management","yes","yes","no",505
34723,46,"technician","yes","yes","no",342
34724,29,"technician","yes","yes","no",41
34725,38,"technician","yes","no","no",414
34726,30,"blue-collar","yes","yes","no",-327
34727,35,"blue-collar","yes","no","no",225
34728,41,"blue-collar","yes","no","no",-7
34729,39,"services","yes","no","no",-311
34730,37,"technician","yes","no","no",5436
34731,35,"management","yes","no","no",107
34732,31,"technician","yes","no","no",645
34733,49,"blue-collar","yes","yes","no",8545
34734,46,"management","yes","no","no",523
34735,59,"retired","yes","no","no",1064
34736,30,"management","yes","no","no",94
34737,37,"management","yes","no","no",0
34738,37,"blue-collar","yes","no","no",1222
34739,47,"blue-collar","yes","no","no",235
34740,49,"blue-collar","yes","no","no",2039
34741,52,"services","yes","no","no",12
34742,35,"blue-collar","yes","no","no",5417
34743,35,"admin.","yes","no","no",404
34744,54,"management","yes","yes","yes",0
34745,35,"management","yes","yes","no",0
34746,60,"blue-collar","yes","no","no",6271
34747,51,"entrepreneur","yes","no","no",2396
34748,40,"admin.","yes","no","no",83
34749,34,"blue-collar","yes","no","no",649
34750,40,"blue-collar","yes","no","no",-234
34751,49,"management","yes","no","no",489
34752,53,"self-employed","yes","no","no",-488
34753,44,"management","no","no","no",3
34754,34,"technician","yes","no","no",22
34755,27,"admin.","yes","yes","no",710
34756,40,"services","yes","no","no",1438
34757,50,"technician","yes","no","no",0
34758,36,"services","yes","no","no",0
34759,23,"admin.","yes","no","no",589
34760,45,"blue-collar","yes","no","no",1558
34761,32,"admin.","yes","no","no",59
34762,37,"technician","yes","no","no",1784
34763,34,"admin.","yes","no","no",18
34764,39,"admin.","yes","no","no",1101
34765,39,"admin.","yes","yes","no",4917
34766,46,"blue-collar","yes","no","no",501
34767,30,"self-employed","yes","no","yes",-1083
34768,39,"technician","no","no","yes",3
34769,42,"technician","yes","no","no",122
34770,58,"management","yes","yes","no",0
34771,24,"blue-collar","yes","no","no",1857
34772,29,"blue-collar","yes","no","no",111
34773,31,"services","yes","yes","no",1783
34774,53,"entrepreneur","yes","no","no",81
34775,33,"management","no","no","no",4835
34776,35,"services","yes","no","no",0
34777,29,"services","yes","no","no",2
34778,32,"self-employed","yes","no","no",0
34779,57,"retired","yes","no","no",0
34780,38,"technician","yes","no","no",1019
34781,27,"management","yes","no","no",2559
34782,56,"management","yes","no","no",563
34783,42,"management","yes","no","no",275
34784,44,"entrepreneur","yes","no","no",650
34785,26,"services","yes","yes","no",-481
34786,37,"entrepreneur","yes","yes","no",0
34787,32,"blue-collar","yes","yes","no",1143
34788,31,"services","yes","no","no",864
34789,36,"admin.","yes","no","no",50
34790,36,"management","yes","no","no",532
34791,35,"technician","yes","yes","no",84
34792,36,"admin.","yes","no","no",788
34793,41,"blue-collar","yes","no","no",13
34794,37,"technician","yes","no","no",141
34795,46,"management","yes","no","no",16
34796,35,"management","yes","no","no",105
34797,43,"blue-collar","yes","yes","no",388
34798,34,"blue-collar","yes","no","no",41
34799,51,"management","yes","no","no",437
34800,32,"services","yes","no","no",182
34801,46,"entrepreneur","yes","yes","no",25204
34802,30,"technician","yes","no","no",616
34803,40,"management","yes","no","no",-606
34804,21,"services","yes","no","no",3033
34805,34,"admin.","yes","no","no",0
34806,34,"blue-collar","yes","no","no",-349
34807,31,"technician","yes","yes","no",53
34808,30,"admin.","yes","no","no",-150
34809,40,"management","yes","no","no",69
34810,33,"admin.","yes","no","no",281
34811,27,"entrepreneur","yes","yes","no",345
34812,40,"retired","no","no","no",102
34813,24,"blue-collar","yes","no","no",27
34814,32,"blue-collar","yes","no","no",53
34815,44,"management","yes","no","no",3
34816,35,"admin.","yes","yes","no",-101
34817,32,"blue-collar","yes","yes","no",1137
34818,39,"management","yes","no","no",1428
34819,28,"technician","yes","no","no",875
34820,52,"services","yes","no","no",238
34821,28,"services","yes","no","no",123
34822,32,"blue-collar","yes","no","no",181
34823,24,"admin.","yes","no","no",299
34824,45,"unemployed","yes","no","no",56
34825,35,"services","yes","no","no",302
34826,53,"blue-collar","yes","yes","no",380
34827,35,"management","yes","no","no",0
34828,49,"blue-collar","yes","no","no",0
34829,35,"blue-collar","yes","no","no",-441
34830,26,"blue-collar","yes","no","no",0
34831,28,"student","yes","no","no",471
34832,34,"technician","yes","no","no",8
34833,44,"management","yes","no","no",1850
34834,26,"admin.","no","no","no",96
34835,30,"management","yes","yes","no",415
34836,25,"blue-collar","yes","no","yes",15
34837,37,"admin.","yes","no","no",315
34838,29,"admin.","yes","no","no",2
34839,40,"self-employed","yes","no","no",311
34840,30,"entrepreneur","yes","no","no",392
34841,37,"blue-collar","yes","no","no",0
34842,25,"services","yes","no","no",-97
34843,39,"blue-collar","yes","yes","no",854
34844,44,"entrepreneur","yes","yes","no",860
34845,32,"technician","yes","no","no",6402
34846,52,"admin.","yes","no","no",786
34847,48,"entrepreneur","yes","no","no",0
34848,43,"management","no","yes","no",88
34849,31,"student","yes","no","no",2882
34850,36,"admin.","yes","no","no",245
34851,44,"blue-collar","yes","no","no",513
34852,34,"technician","yes","no","no",134
34853,37,"admin.","yes","yes","no",465
34854,39,"services","no","no","no",0
34855,40,"blue-collar","yes","no","no",1012
34856,33,"admin.","yes","no","yes",-18
34857,53,"entrepreneur","yes","yes","no",54
34858,34,"blue-collar","yes","no","no",17946
34859,46,"services","yes","yes","no",281
34860,34,"admin.","yes","no","no",4902
34861,32,"management","yes","no","no",2218
34862,30,"management","yes","no","no",477
34863,31,"housemaid","yes","no","no",399
34864,25,"student","yes","no","no",505
34865,36,"blue-collar","yes","no","no",59
34866,43,"unemployed","yes","yes","no",9
34867,43,"unemployed","yes","no","no",9262
34868,22,"services","yes","no","no",3
34869,45,"management","yes","no","no",0
34870,32,"technician","yes","no","no",0
34871,37,"technician","yes","no","no",83
34872,28,"blue-collar","yes","no","no",60
34873,23,"services","yes","no","no",83
34874,38,"management","yes","yes","no",171
34875,47,"entrepreneur","yes","no","no",1481
34876,32,"services","yes","no","no",509
34877,29,"services","yes","yes","no",0
34878,30,"services","yes","no","no",78
34879,35,"admin.","yes","yes","no",-244
34880,55,"blue-collar","yes","no","no",1086
34881,44,"blue-collar","yes","no","no",-298
34882,42,"admin.","yes","no","no",1455
34883,33,"blue-collar","yes","no","no",714
34884,33,"admin.","yes","yes","no",2468
34885,34,"management","yes","no","no",-401
34886,37,"self-employed","yes","no","no",90
34887,44,"services","yes","no","no",1864
34888,41,"technician","yes","no","no",-15
34889,30,"technician","yes","no","no",516
34890,31,"services","yes","no","no",1016
34891,51,"self-employed","yes","no","no",106
34892,31,"unemployed","yes","no","no",209
34893,34,"entrepreneur","yes","no","no",0
34894,33,"blue-collar","yes","yes","no",0
34895,39,"management","yes","no","no",-473
34896,42,"admin.","yes","no","no",24
34897,42,"technician","yes","no","no",-380
34898,31,"blue-collar","yes","yes","no",1979
34899,29,"blue-collar","yes","no","no",751
34900,32,"technician","yes","no","no",-569
34901,33,"unemployed","yes","no","no",0
34902,44,"blue-collar","yes","no","no",0
34903,42,"management","yes","yes","no",-679
34904,26,"management","yes","no","no",1494
34905,33,"admin.","yes","no","no",680
34906,33,"services","no","no","yes",2
34907,51,"management","yes","yes","no",93
34908,27,"admin.","yes","no","no",0
34909,31,"technician","no","no","no",13
34910,29,"unemployed","no","no","no",7
34911,38,"technician","yes","yes","no",613
34912,46,"blue-collar","yes","no","no",91
34913,38,"blue-collar","yes","no","no",689
34914,51,"self-employed","no","no","no",10924
34915,41,"admin.","yes","no","no",0
34916,33,"blue-collar","yes","yes","no",-457
34917,52,"services","yes","yes","no",432
34918,35,"services","yes","no","no",347
34919,50,"admin.","yes","no","yes",2405
34920,30,"blue-collar","yes","no","no",5903
34921,36,"management","yes","no","no",7506
34922,38,"technician","yes","no","no",1255
34923,47,"admin.","yes","no","no",31
34924,30,"services","yes","no","no",411
34925,32,"blue-collar","yes","no","yes",-206
34926,46,"entrepreneur","yes","yes","no",0
34927,31,"blue-collar","yes","no","yes",17
34928,34,"technician","yes","no","no",827
34929,42,"blue-collar","yes","no","no",-95
34930,33,"services","yes","no","no",1268
34931,30,"blue-collar","yes","no","no",-110
34932,46,"management","yes","no","no",-27
34933,35,"blue-collar","yes","yes","no",80
34934,27,"unemployed","yes","no","no",0
34935,45,"technician","yes","no","no",115
34936,32,"blue-collar","yes","no","no",290
34937,37,"management","yes","no","no",102
34938,33,"blue-collar","yes","no","no",5137
34939,38,"self-employed","no","no","no",592
34940,27,"technician","yes","no","no",0
34941,31,"admin.","no","no","no",223
34942,34,"admin.","yes","no","no",69
34943,27,"blue-collar","yes","no","yes",-233
34944,50,"technician","yes","no","no",636
34945,27,"technician","yes","yes","no",2
34946,48,"management","yes","yes","no",586
34947,45,"management","yes","no","no",-192
34948,32,"admin.","yes","no","no",552
34949,42,"entrepreneur","yes","no","no",558
34950,53,"management","yes","no","no",28
34951,29,"technician","yes","no","no",2203
34952,45,"unemployed","yes","yes","no",728
34953,32,"admin.","yes","no","no",752
34954,25,"services","yes","no","no",-121
34955,29,"technician","yes","yes","no",183
34956,22,"student","yes","no","no",310
34957,29,"management","yes","no","no",471
34958,41,"technician","yes","no","no",2242
34959,35,"services","no","yes","no",-33
34960,35,"entrepreneur","yes","no","no",1416
34961,33,"management","yes","no","no",802
34962,34,"blue-collar","yes","yes","no",748
34963,30,"technician","yes","no","no",3
34964,47,"blue-collar","yes","no","no",-216
34965,49,"management","yes","no","no",99
34966,37,"blue-collar","no","no","yes",21
34967,39,"management","no","no","no",0
34968,55,"blue-collar","yes","no","no",663
34969,30,"entrepreneur","yes","yes","no",501
34970,36,"services","yes","no","no",22
34971,36,"blue-collar","yes","no","no",111
34972,34,"services","yes","no","no",991
34973,38,"technician","yes","yes","no",1016
34974,28,"admin.","yes","yes","no",177
34975,37,"management","no","yes","no",1517
34976,29,"admin.","yes","no","no",266
34977,34,"management","yes","no","no",2640
34978,32,"blue-collar","yes","yes","no",18
34979,32,"technician","yes","no","yes",-92
34980,37,"unemployed","yes","no","no",4969
34981,29,"technician","yes","yes","no",-803
34982,44,"blue-collar","yes","no","no",-225
34983,42,"blue-collar","yes","no","no",1491
34984,32,"management","yes","yes","no",-248
34985,35,"management","yes","no","no",1494
34986,44,"services","yes","no","no",1872
34987,34,"entrepreneur","yes","no","no",339
34988,26,"entrepreneur","yes","yes","no",37
34989,38,"management","yes","no","no",4293
34990,32,"blue-collar","yes","no","no",678
34991,28,"unemployed","yes","no","no",1010
34992,49,"technician","yes","no","no",571
34993,35,"management","yes","no","no",83
34994,36,"management","yes","no","no",222
34995,29,"admin.","yes","no","no",305
34996,26,"blue-collar","yes","no","no",191
34997,29,"services","yes","no","no",79
34998,54,"blue-collar","yes","no","no",162
34999,48,"services","yes","no","no",2597
35000,32,"technician","yes","no","no",3345
35001,38,"housemaid","yes","yes","no",0
35002,26,"blue-collar","yes","no","no",-295
35003,49,"services","yes","no","no",6882
35004,34,"self-employed","yes","yes","no",252
35005,52,"blue-collar","yes","no","no",230
35006,30,"admin.","yes","no","no",609
35007,50,"admin.","yes","no","no",458
35008,33,"blue-collar","yes","no","yes",-542
35009,29,"blue-collar","yes","no","no",114
35010,49,"services","yes","no","no",0
35011,42,"technician","yes","no","no",568
35012,34,"entrepreneur","yes","no","no",842
35013,39,"technician","yes","yes","no",530
35014,36,"technician","yes","no","no",-78
35015,32,"technician","yes","no","no",-360
35016,37,"management","yes","no","no",503
35017,33,"blue-collar","yes","no","no",289
35018,47,"self-employed","yes","no","no",2303
35019,32,"technician","yes","no","no",557
35020,38,"management","yes","no","no",-1884
35021,35,"blue-collar","yes","no","no",4401
35022,23,"student","yes","no","no",834
35023,37,"management","yes","no","no",509
35024,31,"blue-collar","yes","no","no",-190
35025,35,"management","yes","no","no",272
35026,29,"admin.","yes","no","no",27
35027,37,"management","yes","no","no",0
35028,34,"admin.","yes","no","no",-429
35029,37,"services","yes","yes","yes",-483
35030,28,"blue-collar","yes","no","no",524
35031,32,"blue-collar","yes","no","no",130
35032,31,"technician","yes","no","no",0
35033,60,"management","yes","no","no",5990
35034,38,"technician","yes","no","no",1
35035,36,"services","yes","no","no",260
35036,54,"admin.","yes","no","no",614
35037,35,"management","yes","yes","no",2576
35038,35,"blue-collar","yes","no","no",623
35039,37,"admin.","yes","no","no",828
35040,36,"technician","yes","no","no",634
35041,27,"student","yes","no","no",3096
35042,35,"entrepreneur","yes","no","no",355
35043,33,"management","yes","no","no",5289
35044,33,"management","yes","yes","no",372
35045,30,"blue-collar","yes","yes","no",313
35046,38,"blue-collar","yes","no","no",638
35047,52,"management","yes","no","no",-334
35048,41,"management","yes","no","no",2470
35049,40,"blue-collar","yes","no","no",34
35050,58,"self-employed","yes","no","no",1187
35051,33,"admin.","yes","no","no",519
35052,26,"admin.","yes","no","no",985
35053,37,"blue-collar","yes","yes","no",1114
35054,54,"management","yes","no","no",432
35055,34,"services","yes","no","no",27
35056,32,"admin.","yes","no","no",-2
35057,33,"management","yes","no","no",3935
35058,52,"management","yes","no","no",1988
35059,29,"blue-collar","yes","no","no",486
35060,37,"technician","yes","no","no",1345
35061,44,"technician","yes","yes","yes",-375
35062,25,"blue-collar","yes","no","no",51
35063,30,"services","yes","no","no",346
35064,55,"admin.","no","no","no",6205
35065,32,"blue-collar","yes","no","no",25
35066,30,"admin.","yes","no","no",1282
35067,28,"blue-collar","yes","yes","no",417
35068,34,"admin.","yes","yes","no",0
35069,26,"unemployed","yes","no","no",285
35070,37,"technician","yes","yes","no",146
35071,35,"blue-collar","yes","no","no",343
35072,30,"blue-collar","yes","no","no",0
35073,32,"blue-collar","yes","no","no",-6
35074,41,"blue-collar","yes","no","no",13
35075,46,"blue-collar","yes","no","no",147
35076,40,"management","yes","no","no",429
35077,34,"technician","yes","no","no",1259
35078,35,"management","yes","no","no",991
35079,48,"entrepreneur","yes","yes","no",2
35080,31,"management","yes","yes","no",59
35081,38,"self-employed","yes","no","no",327
35082,40,"services","yes","no","no",326
35083,34,"services","yes","no","no",0
35084,36,"blue-collar","yes","no","no",4
35085,26,"blue-collar","yes","no","no",0
35086,32,"admin.","yes","no","yes",-166
35087,51,"management","yes","no","no",318
35088,41,"blue-collar","yes","yes","no",-940
35089,31,"blue-collar","yes","no","no",-457
35090,31,"services","yes","no","no",-414
35091,36,"services","yes","no","no",0
35092,38,"management","yes","no","no",427
35093,25,"services","yes","no","no",0
35094,26,"student","yes","no","no",47
35095,44,"admin.","yes","no","no",49
35096,41,"technician","yes","no","no",741
35097,31,"blue-collar","yes","no","no",1407
35098,46,"blue-collar","yes","no","no",-1400
35099,39,"unemployed","yes","yes","no",1147
35100,29,"blue-collar","yes","yes","no",100
35101,38,"technician","yes","no","no",435
35102,20,"student","yes","no","no",602
35103,37,"blue-collar","no","no","no",48
35104,43,"entrepreneur","yes","no","no",0
35105,53,"blue-collar","yes","no","no",-71
35106,34,"management","yes","no","no",705
35107,43,"blue-collar","yes","no","no",289
35108,36,"blue-collar","yes","no","no",777
35109,34,"technician","no","no","no",1254
35110,36,"management","yes","no","no",152
35111,35,"technician","yes","no","no",2468
35112,60,"management","yes","no","no",6
35113,40,"management","yes","yes","no",1598
35114,35,"blue-collar","yes","no","no",2953
35115,36,"blue-collar","yes","yes","no",-400
35116,30,"blue-collar","yes","no","no",-71
35117,34,"technician","yes","no","no",440
35118,29,"management","yes","no","no",0
35119,39,"technician","yes","no","no",147
35120,35,"management","yes","no","no",802
35121,35,"technician","yes","no","no",275
35122,46,"technician","yes","no","no",747
35123,57,"management","yes","yes","no",2911
35124,31,"management","yes","yes","no",-692
35125,31,"self-employed","yes","yes","no",148
35126,22,"blue-collar","yes","no","no",223
35127,45,"management","yes","no","no",-206
35128,25,"student","no","no","no",115
35129,38,"management","yes","no","no",104
35130,37,"blue-collar","yes","yes","no",-57
35131,42,"blue-collar","yes","no","no",2111
35132,37,"admin.","yes","no","no",22
35133,30,"admin.","yes","no","no",122
35134,39,"self-employed","yes","yes","no",1304
35135,48,"blue-collar","yes","no","no",-254
35136,48,"management","yes","no","no",3663
35137,56,"entrepreneur","yes","no","no",151
35138,48,"technician","yes","no","no",505
35139,32,"blue-collar","yes","no","no",1402
35140,34,"blue-collar","yes","yes","no",4
35141,36,"blue-collar","yes","no","no",975
35142,34,"blue-collar","yes","yes","no",0
35143,26,"student","yes","no","no",502
35144,50,"management","yes","no","no",29
35145,26,"student","yes","no","no",1209
35146,58,"entrepreneur","yes","no","no",0
35147,26,"services","yes","no","no",1700
35148,29,"services","yes","no","no",92
35149,26,"management","yes","no","no",199
35150,54,"blue-collar","yes","no","no",-864
35151,54,"management","yes","yes","no",3185
35152,35,"technician","yes","no","no",2777
35153,34,"unemployed","yes","yes","no",2173
35154,37,"management","yes","no","no",1780
35155,25,"services","yes","no","no",10
35156,31,"self-employed","yes","no","no",253
35157,34,"management","yes","no","no",2679
35158,30,"services","yes","no","no",0
35159,35,"blue-collar","yes","yes","no",-701
35160,53,"blue-collar","yes","yes","no",0
35161,30,"management","yes","yes","no",-559
35162,26,"blue-collar","yes","no","no",7475
35163,52,"admin.","yes","no","no",448
35164,33,"admin.","yes","no","no",490
35165,31,"blue-collar","yes","yes","no",990
35166,28,"admin.","yes","no","no",0
35167,32,"management","yes","yes","no",2465
35168,32,"technician","yes","no","no",169
35169,50,"admin.","yes","no","no",2040
35170,31,"management","yes","no","no",23
35171,36,"blue-collar","yes","no","no",89
35172,29,"admin.","yes","no","no",504
35173,31,"blue-collar","yes","no","no",1326
35174,41,"blue-collar","yes","yes","no",293
35175,24,"services","yes","no","no",14
35176,28,"blue-collar","yes","no","yes",87
35177,34,"management","yes","no","no",171
35178,24,"blue-collar","yes","no","no",-247
35179,33,"technician","yes","yes","no",250
35180,32,"management","yes","no","no",41
35181,38,"blue-collar","yes","no","no",887
35182,56,"admin.","yes","no","no",1854
35183,39,"management","yes","no","no",968
35184,38,"services","yes","no","no",369
35185,31,"management","yes","no","no",874
35186,37,"self-employed","yes","yes","no",2441
35187,29,"admin.","yes","no","no",-194
35188,51,"management","yes","no","no",441
35189,33,"management","yes","no","no",29
35190,37,"services","yes","yes","no",343
35191,27,"blue-collar","yes","no","no",245
35192,33,"admin.","yes","no","no",-370
35193,29,"admin.","yes","no","no",422
35194,25,"entrepreneur","yes","no","no",140
35195,35,"technician","yes","no","no",883
35196,47,"services","yes","no","no",1629
35197,30,"admin.","yes","no","no",400
35198,30,"blue-collar","yes","no","no",292
35199,53,"self-employed","yes","no","no",167
35200,31,"services","yes","no","no",459
35201,30,"technician","yes","no","no",3875
35202,34,"blue-collar","yes","no","no",-131
35203,56,"blue-collar","yes","no","no",471
35204,35,"blue-collar","yes","no","no",0
35205,35,"technician","yes","yes","no",44
35206,43,"admin.","yes","no","no",544
35207,34,"management","yes","no","no",1495
35208,40,"blue-collar","yes","no","no",322
35209,34,"management","no","no","no",2607
35210,40,"services","yes","no","no",4
35211,43,"admin.","yes","no","no",24
35212,27,"services","yes","no","no",58
35213,54,"management","yes","no","no",300
35214,33,"services","yes","no","no",1646
35215,32,"technician","no","no","no",69
35216,32,"technician","yes","yes","no",514
35217,33,"blue-collar","yes","no","no",381
35218,26,"unknown","yes","no","no",-295
35219,36,"management","yes","no","no",260
35220,34,"technician","no","no","no",49
35221,32,"services","yes","yes","no",426
35222,37,"management","yes","no","no",641
35223,30,"admin.","yes","no","no",222
35224,32,"blue-collar","yes","no","no",1291
35225,50,"entrepreneur","yes","yes","no",806
35226,26,"management","yes","no","no",114
35227,36,"management","yes","no","no",396
35228,30,"blue-collar","yes","no","no",959
35229,39,"blue-collar","yes","no","no",-219
35230,42,"blue-collar","yes","no","no",1461
35231,34,"management","yes","no","no",94
35232,38,"technician","yes","no","no",178
35233,27,"technician","yes","no","no",-211
35234,44,"blue-collar","yes","no","no",134
35235,38,"admin.","yes","no","no",673
35236,32,"technician","yes","no","no",129
35237,37,"management","yes","no","no",900
35238,38,"blue-collar","yes","no","no",4860
35239,33,"self-employed","yes","no","no",544
35240,32,"technician","yes","yes","no",1210
35241,40,"entrepreneur","no","no","no",-164
35242,45,"management","yes","no","no",1033
35243,28,"blue-collar","yes","no","no",251
35244,35,"blue-collar","yes","yes","no",1147
