"index","age","marital","education"
38452,22,"single","secondary"
38453,28,"single","secondary"
38454,25,"single","tertiary"
38455,52,"married","primary"
38456,32,"married","secondary"
38457,33,"divorced","secondary"
38458,41,"married","secondary"
38459,28,"married","secondary"
38460,23,"single","secondary"
38461,50,"single","primary"
38462,60,"divorced","secondary"
38463,26,"single","secondary"
38464,32,"married","secondary"
38465,39,"married","primary"
38466,40,"married","tertiary"
38467,48,"single","primary"
38468,40,"single","secondary"
38469,33,"married","secondary"
38470,46,"married","tertiary"
38471,30,"single","secondary"
38472,41,"married","secondary"
38473,38,"married","tertiary"
38474,34,"divorced","secondary"
38475,33,"married","primary"
38476,39,"married","primary"
38477,25,"single","secondary"
38478,23,"single","primary"
38479,21,"single","secondary"
38480,22,"single","secondary"
38481,28,"single","tertiary"
38482,42,"married","secondary"
38483,44,"married","primary"
38484,33,"married","tertiary"
38485,41,"married","primary"
38486,52,"married","primary"
38487,47,"married","primary"
38488,27,"single","secondary"
38489,33,"single","primary"
38490,41,"divorced","secondary"
38491,48,"married","secondary"
38492,37,"single","secondary"
38493,35,"single","secondary"
38494,39,"divorced","secondary"
38495,46,"married","tertiary"
38496,52,"divorced","secondary"
38497,40,"married","secondary"
38498,26,"single","primary"
38499,25,"single","secondary"
38500,33,"married","primary"
38501,24,"single","secondary"
38502,27,"single","secondary"
38503,30,"single","tertiary"
38504,29,"single","tertiary"
38505,48,"married","secondary"
38506,25,"single","secondary"
38507,31,"single","secondary"
38508,42,"married","secondary"
38509,26,"single","tertiary"
38510,51,"married","secondary"
38511,26,"single","secondary"
38512,58,"married","primary"
38513,30,"married","secondary"
38514,36,"single","secondary"
38515,49,"married","secondary"
38516,37,"single","secondary"
38517,38,"divorced","secondary"
38518,39,"single","secondary"
38519,31,"married","tertiary"
38520,40,"married","secondary"
38521,46,"married","unknown"
38522,31,"single","tertiary"
38523,29,"married","secondary"
38524,57,"married","secondary"
38525,33,"single","secondary"
38526,56,"divorced","tertiary"
38527,42,"divorced","secondary"
38528,31,"single","tertiary"
38529,30,"single","secondary"
38530,35,"divorced","secondary"
38531,34,"divorced","primary"
38532,34,"divorced","primary"
38533,34,"single","tertiary"
38534,51,"married","primary"
38535,49,"married","secondary"
38536,45,"married","secondary"
38537,59,"married","primary"
38538,52,"divorced","primary"
38539,32,"divorced","secondary"
38540,29,"single","secondary"
38541,40,"married","secondary"
38542,31,"married","secondary"
38543,33,"divorced","secondary"
38544,28,"single","tertiary"
38545,32,"married","tertiary"
38546,26,"single","secondary"
38547,49,"married","secondary"
38548,29,"married","secondary"
38549,27,"single","tertiary"
38550,38,"married","tertiary"
38551,43,"married","secondary"
38552,28,"married","primary"
38553,28,"single","tertiary"
38554,36,"married","tertiary"
38555,57,"married","secondary"
38556,36,"single","secondary"
38557,30,"married","primary"
38558,27,"single","tertiary"
38559,38,"single","secondary"
38560,30,"single","tertiary"
38561,36,"married","secondary"
38562,30,"single","secondary"
38563,55,"married","secondary"
38564,33,"married","tertiary"
38565,40,"single","secondary"
38566,24,"divorced","secondary"
38567,44,"divorced","secondary"
38568,33,"married","secondary"
38569,38,"single","tertiary"
38570,26,"single","secondary"
38571,33,"married","secondary"
38572,44,"divorced","primary"
38573,32,"divorced","secondary"
38574,26,"single","secondary"
38575,40,"married","tertiary"
38576,34,"single","tertiary"
38577,25,"single","secondary"
38578,27,"married","secondary"
38579,45,"married","secondary"
38580,37,"married","secondary"
38581,44,"single","secondary"
38582,41,"single","secondary"
38583,34,"married","secondary"
38584,33,"married","tertiary"
38585,25,"married","secondary"
38586,30,"married","secondary"
38587,39,"single","tertiary"
38588,31,"single","tertiary"
38589,34,"married","secondary"
38590,54,"divorced","secondary"
38591,38,"married","tertiary"
38592,34,"married","secondary"
38593,56,"single","secondary"
38594,40,"married","secondary"
38595,39,"single","secondary"
38596,28,"single","secondary"
38597,28,"single","secondary"
38598,58,"married","secondary"
38599,35,"married","secondary"
38600,36,"single","secondary"
38601,40,"divorced","secondary"
38602,30,"married","secondary"
38603,43,"divorced","secondary"
38604,40,"married","secondary"
38605,60,"married","primary"
38606,41,"single","secondary"
38607,39,"married","secondary"
38608,31,"divorced","primary"
38609,32,"married","primary"
38610,48,"married","secondary"
38611,48,"married","primary"
38612,36,"married","primary"
38613,30,"divorced","secondary"
38614,31,"married","secondary"
38615,27,"married","tertiary"
38616,43,"single","secondary"
38617,28,"single","secondary"
38618,49,"married","secondary"
38619,34,"divorced","secondary"
38620,30,"single","tertiary"
38621,32,"single","secondary"
38622,29,"single","secondary"
38623,38,"married","secondary"
38624,44,"single","tertiary"
38625,38,"married","tertiary"
38626,47,"married","primary"
38627,36,"married","secondary"
38628,36,"single","secondary"
38629,27,"single","primary"
38630,24,"single","secondary"
38631,35,"divorced","secondary"
38632,36,"single","secondary"
38633,45,"married","secondary"
38634,45,"single","primary"
38635,32,"married","secondary"
38636,29,"married","secondary"
38637,40,"married","primary"
38638,27,"married","secondary"
38639,31,"married","tertiary"
38640,45,"single","secondary"
38641,31,"single","secondary"
38642,33,"married","secondary"
38643,25,"single","secondary"
38644,32,"single","tertiary"
38645,41,"married","tertiary"
38646,37,"married","primary"
38647,29,"single","secondary"
38648,57,"married","secondary"
38649,54,"married","tertiary"
38650,34,"single","tertiary"
38651,29,"single","secondary"
38652,45,"married","secondary"
38653,33,"single","secondary"
38654,39,"single","tertiary"
38655,32,"single","secondary"
38656,30,"married","tertiary"
38657,35,"married","secondary"
38658,57,"married","secondary"
38659,40,"married","secondary"
38660,26,"single","secondary"
38661,34,"single","secondary"
38662,45,"married","primary"
38663,44,"single","primary"
38664,40,"single","tertiary"
38665,34,"married","primary"
38666,34,"married","secondary"
38667,32,"married","secondary"
38668,37,"married","primary"
38669,46,"married","secondary"
38670,30,"married","secondary"
38671,36,"married","secondary"
38672,41,"married","secondary"
38673,41,"divorced","secondary"
38674,45,"single","secondary"
38675,55,"divorced","tertiary"
38676,37,"divorced","secondary"
38677,34,"single","tertiary"
38678,25,"single","tertiary"
38679,29,"married","secondary"
38680,38,"married","secondary"
38681,33,"single","secondary"
38682,40,"divorced","secondary"
38683,43,"married","primary"
38684,39,"married","secondary"
38685,23,"married","primary"
38686,27,"married","secondary"
38687,55,"married","primary"
38688,29,"single","secondary"
38689,40,"single","secondary"
38690,51,"single","tertiary"
38691,46,"married","primary"
38692,34,"married","secondary"
38693,39,"married","secondary"
38694,34,"divorced","secondary"
38695,50,"married","secondary"
38696,45,"married","primary"
38697,35,"single","tertiary"
38698,26,"single","primary"
38699,39,"single","secondary"
38700,42,"married","primary"
38701,34,"married","tertiary"
38702,33,"single","primary"
38703,28,"single","primary"
38704,29,"single","tertiary"
38705,31,"single","secondary"
38706,44,"single","secondary"
38707,47,"married","secondary"
38708,26,"married","secondary"
38709,27,"single","tertiary"
38710,43,"married","primary"
38711,59,"married","secondary"
38712,56,"married","primary"
38713,26,"single","secondary"
38714,28,"married","tertiary"
38715,34,"married","secondary"
38716,30,"married","secondary"
38717,27,"single","tertiary"
38718,33,"single","secondary"
38719,42,"married","primary"
38720,33,"single","primary"
38721,33,"married","secondary"
38722,32,"married","secondary"
38723,42,"married","tertiary"
38724,33,"single","primary"
38725,35,"married","secondary"
38726,35,"married","tertiary"
38727,38,"married","secondary"
38728,32,"single","tertiary"
38729,31,"married","tertiary"
38730,38,"married","secondary"
38731,24,"single","secondary"
38732,32,"single","secondary"
38733,33,"married","tertiary"
38734,37,"married","secondary"
38735,33,"single","tertiary"
38736,60,"divorced","tertiary"
38737,38,"married","primary"
38738,26,"married","secondary"
38739,32,"married","tertiary"
38740,54,"married","secondary"
38741,56,"married","secondary"
38742,38,"married","secondary"
38743,52,"married","secondary"
38744,38,"divorced","tertiary"
38745,34,"married","tertiary"
38746,40,"single","primary"
38747,34,"single","tertiary"
38748,51,"married","secondary"
38749,47,"single","primary"
38750,57,"married","secondary"
38751,22,"single","secondary"
38752,39,"married","secondary"
38753,28,"single","secondary"
38754,24,"single","secondary"
38755,25,"single","secondary"
38756,59,"married","secondary"
38757,37,"married","secondary"
38758,36,"married","primary"
38759,29,"married","secondary"
38760,29,"single","secondary"
38761,28,"single","secondary"
38762,35,"married","secondary"
38763,48,"divorced","secondary"
38764,29,"single","secondary"
38765,37,"single","secondary"
38766,35,"single","tertiary"
38767,28,"married","secondary"
38768,37,"married","primary"
38769,33,"single","tertiary"
38770,34,"married","secondary"
38771,29,"single","secondary"
38772,27,"single","secondary"
38773,25,"married","secondary"
38774,47,"divorced","secondary"
38775,28,"single","secondary"
38776,54,"divorced","secondary"
38777,54,"divorced","tertiary"
38778,37,"single","tertiary"
38779,23,"single","primary"
38780,34,"married","primary"
38781,49,"married","primary"
38782,26,"single","secondary"
38783,54,"divorced","primary"
38784,30,"married","secondary"
38785,32,"married","secondary"
38786,27,"married","secondary"
38787,37,"divorced","secondary"
38788,33,"married","secondary"
38789,35,"married","primary"
38790,28,"single","secondary"
38791,30,"married","tertiary"
38792,48,"married","primary"
38793,44,"married","secondary"
38794,34,"married","primary"
38795,29,"single","secondary"
38796,30,"single","secondary"
38797,38,"divorced","secondary"
38798,31,"single","secondary"
38799,32,"married","secondary"
38800,32,"married","primary"
38801,33,"married","secondary"
38802,35,"married","secondary"
38803,30,"single","secondary"
38804,31,"married","primary"
38805,44,"married","secondary"
38806,57,"married","primary"
38807,23,"single","secondary"
38808,28,"married","secondary"
38809,31,"divorced","secondary"
38810,37,"single","secondary"
38811,48,"married","secondary"
38812,31,"divorced","secondary"
38813,31,"single","secondary"
38814,40,"single","secondary"
38815,40,"married","secondary"
38816,23,"married","tertiary"
38817,23,"single","secondary"
38818,32,"married","tertiary"
38819,36,"single","secondary"
38820,24,"single","primary"
38821,24,"single","secondary"
38822,32,"single","secondary"
38823,30,"married","secondary"
38824,54,"divorced","primary"
38825,29,"married","secondary"
38826,27,"single","secondary"
38827,33,"married","secondary"
38828,36,"single","tertiary"
38829,28,"single","secondary"
38830,35,"single","tertiary"
38831,31,"married","primary"
38832,23,"single","secondary"
38833,23,"married","secondary"
38834,24,"single","secondary"
38835,28,"married","primary"
38836,34,"single","primary"
38837,31,"single","secondary"
38838,28,"single","secondary"
38839,32,"married","tertiary"
38840,50,"married","tertiary"
38841,24,"single","secondary"
38842,27,"single","tertiary"
38843,33,"married","secondary"
38844,22,"single","secondary"
38845,34,"married","primary"
38846,32,"single","secondary"
38847,32,"single","tertiary"
38848,32,"single","secondary"
38849,36,"single","tertiary"
38850,33,"single","tertiary"
38851,43,"married","primary"
38852,26,"single","secondary"
38853,24,"single","secondary"
38854,41,"married","primary"
38855,32,"single","secondary"
38856,32,"married","secondary"
38857,31,"single","secondary"
38858,26,"single","secondary"
38859,35,"married","secondary"
38860,25,"single","secondary"
38861,30,"single","secondary"
38862,37,"single","secondary"
38863,27,"married","secondary"
38864,33,"married","secondary"
38865,36,"married","secondary"
38866,29,"single","secondary"
38867,41,"married","primary"
38868,56,"divorced","tertiary"
38869,33,"single","secondary"
38870,32,"single","tertiary"
38871,33,"married","tertiary"
38872,30,"single","secondary"
38873,33,"married","secondary"
38874,35,"married","primary"
38875,33,"married","secondary"
38876,26,"single","tertiary"
38877,48,"single","tertiary"
38878,31,"married","primary"
38879,27,"single","primary"
38880,43,"married","secondary"
38881,26,"single","tertiary"
38882,37,"divorced","unknown"
38883,31,"married","tertiary"
38884,28,"single","tertiary"
38885,31,"single","tertiary"
38886,32,"single","secondary"
38887,33,"single","secondary"
38888,24,"single","secondary"
38889,29,"married","secondary"
38890,43,"single","tertiary"
38891,34,"single","secondary"
38892,40,"married","primary"
38893,23,"single","secondary"
38894,35,"married","primary"
38895,44,"divorced","secondary"
38896,37,"divorced","secondary"
38897,53,"single","secondary"
38898,43,"married","secondary"
38899,33,"single","secondary"
38900,29,"single","secondary"
38901,42,"single","unknown"
38902,23,"single","secondary"
38903,44,"married","primary"
38904,29,"single","tertiary"
38905,40,"married","secondary"
38906,29,"married","primary"
38907,32,"single","secondary"
38908,33,"married","secondary"
38909,58,"married","secondary"
38910,44,"single","primary"
38911,27,"married","secondary"
38912,29,"single","secondary"
38913,42,"married","secondary"
38914,25,"single","secondary"
38915,31,"married","primary"
38916,27,"single","secondary"
38917,26,"single","tertiary"
38918,33,"single","secondary"
38919,37,"married","secondary"
38920,27,"single","primary"
38921,24,"single","secondary"
38922,31,"single","secondary"
38923,29,"single","secondary"
38924,24,"single","secondary"
38925,32,"single","secondary"
38926,31,"single","secondary"
38927,28,"single","secondary"
38928,32,"single","tertiary"
38929,41,"divorced","secondary"
38930,38,"single","primary"
38931,30,"married","secondary"
38932,24,"single","secondary"
38933,25,"married","secondary"
38934,24,"single","secondary"
38935,31,"married","secondary"
38936,29,"married","tertiary"
38937,27,"married","secondary"
38938,43,"married","primary"
38939,30,"single","secondary"
38940,41,"divorced","primary"
38941,44,"married","secondary"
38942,44,"married","primary"
38943,36,"single","tertiary"
38944,31,"married","tertiary"
38945,26,"married","secondary"
38946,26,"single","secondary"
38947,33,"married","primary"
38948,47,"married","secondary"
38949,57,"married","secondary"
38950,32,"single","secondary"
38951,29,"single","secondary"
38952,30,"single","secondary"
38953,44,"married","secondary"
38954,23,"single","secondary"
38955,27,"single","secondary"
38956,31,"single","tertiary"
38957,30,"single","secondary"
38958,28,"single","secondary"
38959,28,"single","secondary"
38960,32,"single","tertiary"
38961,40,"married","unknown"
38962,28,"single","secondary"
38963,36,"married","primary"
38964,36,"divorced","tertiary"
38965,29,"married","secondary"
38966,36,"married","secondary"
38967,34,"married","primary"
38968,23,"single","secondary"
38969,39,"married","secondary"
38970,33,"married","primary"
38971,32,"single","tertiary"
38972,33,"single","tertiary"
38973,34,"married","tertiary"
38974,32,"married","secondary"
38975,30,"single","secondary"
38976,35,"married","secondary"
38977,53,"divorced","primary"
38978,29,"single","secondary"
38979,33,"single","secondary"
38980,27,"married","tertiary"
38981,25,"single","secondary"
38982,29,"married","secondary"
38983,27,"single","secondary"
38984,23,"single","secondary"
38985,38,"single","tertiary"
38986,30,"single","tertiary"
38987,35,"single","tertiary"
38988,29,"married","tertiary"
38989,31,"single","secondary"
38990,29,"single","secondary"
38991,42,"single","primary"
38992,29,"married","secondary"
38993,35,"single","secondary"
38994,27,"single","secondary"
38995,48,"divorced","secondary"
38996,28,"married","secondary"
38997,28,"single","secondary"
38998,54,"married","secondary"
38999,33,"married","secondary"
39000,26,"single","tertiary"
39001,33,"married","secondary"
39002,30,"married","secondary"
39003,26,"married","secondary"
39004,33,"divorced","tertiary"
39005,58,"married","secondary"
39006,32,"single","secondary"
39007,33,"single","tertiary"
39008,40,"married","secondary"
39009,55,"married","secondary"
39010,34,"married","secondary"
39011,52,"single","unknown"
39012,22,"single","secondary"
39013,42,"married","unknown"
39014,34,"married","unknown"
39015,30,"single","tertiary"
39016,29,"single","secondary"
39017,28,"single","secondary"
39018,32,"married","secondary"
39019,32,"married","secondary"
39020,30,"single","secondary"
39021,30,"married","tertiary"
39022,33,"single","secondary"
39023,23,"single","secondary"
39024,27,"single","tertiary"
39025,25,"married","tertiary"
39026,48,"divorced","secondary"
39027,30,"married","secondary"
39028,39,"single","primary"
39029,33,"divorced","secondary"
39030,45,"divorced","secondary"
39031,38,"divorced","secondary"
39032,37,"divorced","tertiary"
39033,52,"married","secondary"
39034,33,"single","tertiary"
39035,43,"married","secondary"
39036,30,"single","secondary"
39037,32,"married","primary"
39038,27,"single","tertiary"
39039,29,"single","tertiary"
39040,36,"divorced","secondary"
39041,28,"married","tertiary"
39042,31,"single","tertiary"
39043,37,"divorced","primary"
39044,31,"single","secondary"
39045,38,"divorced","secondary"
39046,29,"single","secondary"
39047,31,"single","secondary"
39048,33,"single","secondary"
39049,38,"married","unknown"
39050,55,"divorced","tertiary"
39051,32,"single","secondary"
39052,30,"divorced","primary"
39053,35,"single","primary"
39054,25,"single","secondary"
39055,29,"single","tertiary"
39056,30,"single","unknown"
39057,38,"single","secondary"
39058,32,"single","secondary"
39059,30,"single","secondary"
39060,25,"married","tertiary"
39061,34,"single","tertiary"
39062,29,"single","secondary"
39063,42,"divorced","secondary"
39064,32,"single","secondary"
39065,24,"single","tertiary"
39066,30,"single","secondary"
39067,26,"married","secondary"
39068,24,"married","secondary"
39069,39,"divorced","unknown"
39070,31,"single","primary"
39071,34,"single","unknown"
39072,26,"single","primary"
39073,48,"single","unknown"
39074,30,"married","tertiary"
39075,33,"married","secondary"
39076,47,"married","primary"
39077,27,"single","secondary"
39078,30,"divorced","tertiary"
39079,36,"single","secondary"
39080,32,"married","secondary"
39081,33,"single","unknown"
39082,31,"single","tertiary"
39083,28,"single","tertiary"
39084,30,"single","secondary"
39085,30,"married","secondary"
39086,27,"married","unknown"
39087,23,"single","unknown"
39088,29,"married","secondary"
39089,33,"single","secondary"
39090,27,"single","primary"
39091,29,"single","secondary"
39092,27,"single","secondary"
39093,25,"single","secondary"
39094,24,"single","secondary"
39095,29,"single","secondary"
39096,32,"single","primary"
39097,31,"single","tertiary"
39098,34,"single","unknown"
39099,29,"single","tertiary"
39100,29,"single","tertiary"
39101,56,"single","secondary"
39102,29,"single","secondary"
39103,35,"divorced","unknown"
39104,33,"single","tertiary"
39105,30,"single","unknown"
39106,38,"married","tertiary"
39107,45,"divorced","secondary"
39108,24,"single","secondary"
39109,45,"single","secondary"
39110,27,"divorced","secondary"
39111,53,"married","primary"
39112,40,"single","unknown"
39113,26,"single","secondary"
39114,36,"single","secondary"
39115,21,"single","tertiary"
39116,30,"married","primary"
39117,47,"married","secondary"
39118,39,"single","primary"
39119,28,"single","tertiary"
39120,26,"married","primary"
39121,28,"single","tertiary"
39122,30,"single","secondary"
39123,26,"single","secondary"
39124,31,"single","unknown"
39125,27,"single","secondary"
39126,35,"single","tertiary"
39127,34,"single","tertiary"
39128,36,"single","secondary"
39129,34,"single","tertiary"
39130,33,"married","secondary"
39131,44,"divorced","secondary"
39132,34,"married","primary"
39133,25,"single","secondary"
39134,39,"married","secondary"
39135,34,"divorced","secondary"
39136,32,"married","primary"
39137,26,"single","secondary"
39138,50,"divorced","secondary"
39139,36,"married","secondary"
39140,29,"single","secondary"
39141,44,"married","secondary"
39142,27,"single","secondary"
39143,27,"single","tertiary"
39144,60,"divorced","secondary"
39145,34,"married","secondary"
39146,41,"married","tertiary"
39147,57,"married","secondary"
39148,40,"married","primary"
39149,22,"single","secondary"
39150,32,"married","secondary"
39151,28,"single","secondary"
39152,46,"married","secondary"
39153,30,"married","secondary"
39154,26,"single","primary"
39155,35,"single","secondary"
39156,40,"divorced","secondary"
39157,44,"single","secondary"
39158,27,"married","secondary"
39159,30,"single","tertiary"
39160,27,"single","primary"
39161,52,"married","secondary"
39162,31,"single","secondary"
39163,34,"married","secondary"
39164,35,"divorced","secondary"
39165,57,"divorced","primary"
39166,27,"single","secondary"
39167,38,"single","secondary"
39168,28,"married","secondary"
39169,30,"married","secondary"
39170,35,"married","secondary"
39171,23,"single","secondary"
39172,29,"single","secondary"
39173,30,"divorced","secondary"
39174,30,"single","secondary"
39175,47,"divorced","secondary"
39176,54,"divorced","secondary"
39177,34,"divorced","secondary"
39178,28,"single","secondary"
39179,38,"single","tertiary"
39180,28,"single","secondary"
39181,30,"single","tertiary"
39182,36,"single","secondary"
39183,37,"married","secondary"
39184,36,"married","primary"
39185,35,"single","secondary"
39186,27,"single","secondary"
39187,29,"single","tertiary"
39188,30,"single","secondary"
39189,33,"divorced","secondary"
39190,27,"single","secondary"
39191,43,"single","secondary"
39192,35,"single","tertiary"
39193,23,"single","secondary"
39194,40,"married","tertiary"
39195,32,"single","unknown"
39196,25,"single","primary"
39197,33,"single","secondary"
39198,24,"single","secondary"
39199,25,"single","secondary"
39200,32,"married","tertiary"
39201,28,"single","tertiary"
39202,27,"single","secondary"
39203,42,"married","primary"
39204,56,"married","secondary"
39205,40,"single","secondary"
39206,34,"single","primary"
39207,29,"single","tertiary"
39208,30,"single","secondary"
39209,34,"single","tertiary"
39210,46,"divorced","tertiary"
39211,49,"married","tertiary"
39212,33,"married","secondary"
39213,22,"single","tertiary"
39214,32,"single","tertiary"
39215,25,"married","tertiary"
39216,31,"single","tertiary"
39217,33,"married","secondary"
39218,33,"single","secondary"
39219,29,"divorced","unknown"
39220,29,"married","tertiary"
39221,37,"single","secondary"
39222,34,"married","secondary"
39223,23,"single","secondary"
39224,34,"married","tertiary"
39225,26,"single","primary"
39226,30,"married","tertiary"
39227,37,"married","secondary"
39228,28,"married","primary"
39229,22,"single","primary"
39230,35,"single","secondary"
39231,51,"single","primary"
39232,33,"single","secondary"
39233,27,"married","secondary"
39234,29,"married","secondary"
39235,34,"married","secondary"
39236,59,"divorced","primary"
39237,35,"single","tertiary"
39238,27,"single","secondary"
39239,26,"single","secondary"
39240,31,"married","secondary"
39241,39,"divorced","primary"
39242,43,"married","secondary"
39243,33,"single","tertiary"
39244,38,"married","primary"
39245,28,"single","secondary"
39246,45,"single","secondary"
39247,30,"single","secondary"
39248,45,"married","secondary"
39249,30,"single","secondary"
39250,30,"married","secondary"
39251,34,"married","primary"
39252,24,"single","primary"
39253,36,"married","secondary"
39254,29,"divorced","tertiary"
39255,36,"single","primary"
39256,48,"married","secondary"
39257,32,"married","unknown"
39258,28,"single","secondary"
39259,56,"married","secondary"
39260,40,"divorced","tertiary"
39261,47,"married","secondary"
39262,47,"single","secondary"
39263,29,"single","secondary"
39264,58,"married","primary"
39265,31,"single","secondary"
39266,25,"single","secondary"
39267,29,"married","tertiary"
39268,34,"married","secondary"
39269,26,"married","primary"
39270,34,"married","secondary"
39271,24,"single","secondary"
39272,33,"single","secondary"
39273,27,"single","secondary"
39274,57,"married","primary"
39275,24,"single","secondary"
39276,28,"single","primary"
39277,33,"married","primary"
39278,30,"single","secondary"
39279,28,"married","secondary"
39280,34,"single","primary"
39281,39,"married","secondary"
39282,25,"single","secondary"
39283,51,"married","primary"
39284,24,"single","secondary"
39285,29,"married","secondary"
39286,32,"single","unknown"
39287,27,"married","tertiary"
39288,22,"married","secondary"
39289,24,"single","secondary"
39290,32,"divorced","secondary"
39291,35,"married","secondary"
39292,31,"married","secondary"
39293,31,"married","primary"
39294,31,"single","secondary"
39295,32,"married","secondary"
39296,30,"divorced","primary"
39297,40,"married","secondary"
39298,28,"married","secondary"
39299,31,"single","secondary"
39300,31,"single","primary"
39301,40,"married","secondary"
39302,28,"single","tertiary"
39303,27,"single","secondary"
39304,24,"single","secondary"
39305,32,"single","tertiary"
39306,49,"married","secondary"
39307,27,"single","secondary"
39308,24,"married","secondary"
39309,35,"married","secondary"
39310,28,"married","secondary"
39311,40,"married","primary"
39312,29,"single","secondary"
39313,57,"married","secondary"
39314,47,"married","secondary"
39315,36,"married","secondary"
39316,49,"single","secondary"
39317,24,"single","secondary"
39318,37,"single","tertiary"
39319,32,"single","secondary"
39320,40,"married","tertiary"
39321,26,"single","secondary"
39322,33,"married","secondary"
39323,22,"single","secondary"
39324,32,"single","secondary"
39325,37,"single","secondary"
39326,24,"single","secondary"
39327,33,"single","secondary"
39328,26,"single","secondary"
39329,28,"single","primary"
39330,24,"single","secondary"
39331,46,"married","primary"
39332,32,"single","unknown"
39333,32,"single","secondary"
39334,33,"single","secondary"
39335,48,"divorced","secondary"
39336,30,"single","secondary"
39337,30,"single","secondary"
39338,35,"single","secondary"
39339,35,"single","secondary"
39340,38,"single","secondary"
39341,29,"married","primary"
39342,38,"divorced","tertiary"
39343,23,"single","secondary"
39344,27,"single","secondary"
39345,36,"married","primary"
39346,25,"married","secondary"
39347,24,"single","secondary"
39348,31,"single","secondary"
39349,37,"married","unknown"
39350,29,"single","tertiary"
39351,35,"single","secondary"
39352,43,"married","tertiary"
39353,31,"single","secondary"
39354,42,"married","secondary"
39355,38,"married","secondary"
39356,26,"single","secondary"
39357,27,"single","secondary"
39358,28,"single","secondary"
39359,38,"divorced","secondary"
39360,29,"single","tertiary"
39361,20,"single","secondary"
39362,28,"married","secondary"
39363,46,"single","tertiary"
39364,42,"married","secondary"
39365,45,"divorced","secondary"
39366,31,"single","secondary"
39367,37,"married","tertiary"
39368,58,"divorced","tertiary"
39369,32,"single","tertiary"
39370,27,"single","secondary"
39371,59,"married","secondary"
39372,45,"married","secondary"
39373,31,"single","tertiary"
39374,45,"married","secondary"
39375,24,"single","tertiary"
39376,33,"married","tertiary"
39377,27,"single","tertiary"
39378,39,"married","secondary"
39379,38,"married","secondary"
39380,30,"married","tertiary"
39381,54,"married","tertiary"
39382,36,"single","secondary"
39383,55,"married","unknown"
39384,39,"married","secondary"
39385,43,"single","unknown"
39386,36,"single","tertiary"
39387,29,"single","tertiary"
39388,37,"married","secondary"
39389,49,"married","tertiary"
39390,37,"married","secondary"
39391,59,"married","tertiary"
39392,47,"married","secondary"
39393,51,"married","tertiary"
39394,36,"single","secondary"
39395,27,"divorced","secondary"
39396,34,"married","tertiary"
39397,59,"divorced","tertiary"
39398,31,"single","secondary"
39399,28,"single","secondary"
39400,39,"single","tertiary"
39401,58,"divorced","primary"
39402,59,"single","secondary"
39403,58,"divorced","primary"
39404,60,"married","secondary"
39405,33,"single","unknown"
39406,43,"married","secondary"
39407,39,"married","secondary"
39408,39,"married","tertiary"
39409,54,"married","tertiary"
39410,45,"single","tertiary"
39411,36,"married","tertiary"
39412,26,"single","secondary"
39413,35,"married","tertiary"
39414,44,"married","secondary"
39415,39,"single","tertiary"
39416,43,"divorced","unknown"
39417,27,"single","tertiary"
39418,46,"married","secondary"
39419,32,"single","secondary"
39420,46,"single","secondary"
39421,29,"single","tertiary"
39422,32,"single","tertiary"
39423,36,"single","tertiary"
39424,42,"married","primary"
39425,28,"single","secondary"
39426,53,"married","unknown"
39427,57,"married","secondary"
39428,30,"single","tertiary"
39429,36,"married","tertiary"
39430,26,"married","tertiary"
39431,40,"married","tertiary"
39432,38,"single","tertiary"
39433,27,"single","tertiary"
39434,39,"single","secondary"
39435,29,"single","tertiary"
39436,21,"single","primary"
39437,31,"single","secondary"
39438,35,"single","secondary"
39439,43,"single","secondary"
39440,39,"divorced","secondary"
39441,54,"married","primary"
39442,29,"single","secondary"
39443,32,"single","secondary"
39444,38,"married","secondary"
39445,42,"married","secondary"
39446,37,"married","tertiary"
39447,47,"married","secondary"
39448,32,"married","tertiary"
39449,27,"single","tertiary"
39450,32,"married","secondary"
39451,33,"single","secondary"
39452,28,"single","tertiary"
39453,49,"married","tertiary"
39454,29,"single","secondary"
39455,60,"divorced","tertiary"
39456,29,"single","secondary"
39457,35,"single","secondary"
39458,26,"single","tertiary"
39459,26,"single","unknown"
39460,28,"married","tertiary"
39461,34,"single","tertiary"
39462,35,"married","secondary"
39463,54,"married","secondary"
39464,26,"single","tertiary"
39465,26,"single","tertiary"
39466,20,"single","secondary"
39467,36,"married","tertiary"
39468,35,"single","tertiary"
39469,34,"married","tertiary"
39470,35,"single","tertiary"
39471,36,"single","tertiary"
39472,33,"divorced","tertiary"
39473,33,"married","tertiary"
39474,28,"single","tertiary"
39475,28,"single","tertiary"
39476,30,"married","tertiary"
39477,49,"divorced","secondary"
39478,28,"single","tertiary"
39479,44,"married","secondary"
39480,56,"married","tertiary"
39481,37,"married","secondary"
39482,30,"single","secondary"
39483,50,"divorced","secondary"
39484,40,"married","secondary"
39485,37,"married","primary"
39486,34,"married","secondary"
39487,24,"single","secondary"
39488,34,"married","secondary"
39489,31,"single","tertiary"
39490,38,"married","tertiary"
39491,30,"single","secondary"
39492,56,"divorced","tertiary"
39493,34,"single","tertiary"
39494,55,"married","secondary"
39495,30,"married","secondary"
39496,45,"married","secondary"
39497,28,"married","tertiary"
39498,31,"single","secondary"
39499,46,"married","primary"
39500,28,"single","secondary"
39501,37,"married","tertiary"
39502,39,"married","tertiary"
39503,34,"single","tertiary"
39504,38,"married","secondary"
